PC1,PC2,PC3,PC4,PC5,PC6
-1.427751547538732,0.06872207725029997,-0.10011199749838355,0.0208939061617021,0.03491078325118615,-0.04687805259817941
-1.427751547538732,0.06872207725029997,-0.10011199749838355,0.0208939061617021,0.03491078325118615,-0.04687805259817941
-1.460558139172848,0.015211672278780626,-0.08537816398419484,0.09491344852383454,0.013685472881593353,-0.04390918433271723
-1.3119245211932598,-0.46109635212982364,-0.056736437341080886,0.07292923350812683,0.022925928074973692,-0.057392411170779416
-1.279117929559144,-0.40758594715830443,-0.0714702708552696,-0.0010903088540055927,0.04415123844456649,-0.06036127943624159
-1.279117929559144,-0.40758594715830443,-0.0714702708552696,-0.0010903088540055927,0.04415123844456649,-0.06036127943624159
-1.2955212253762018,-0.43434114964406406,-0.06410335409817525,0.03591946232706063,0.033538583259770084,-0.058876845303510505
-1.2955212253762018,-0.43434114964406406,-0.06410335409817525,0.03591946232706063,0.033538583259770084,-0.058876845303510505
-1.2955212253762018,-0.43434114964406406,-0.06410335409817525,0.03591946232706063,0.033538583259770084,-0.058876845303510505
-1.3330092144085308,-0.6809615986137252,-0.33383809226991296,-0.07067314255113187,0.21256424505979696,0.21438370679035834
-1.2151348803994053,-0.42313469430051065,-0.10516912112708392,-0.014600899536826922,0.03062324680306299,-0.07614997836198995
-1.2151348803994053,-0.42313469430051065,-0.10516912112708392,-0.014600899536826922,0.03062324680306299,-0.07614997836198995
-1.2955212253762018,-0.43434114964406406,-0.06410335409817525,0.03591946232706063,0.033538583259770084,-0.058876845303510505
-1.4150256934938206,-0.8147376110425233,-0.29700350848444124,0.11437571335419916,0.15950096913581494,0.22180587745401378
-1.5907805500832453,-0.9159347943877377,0.06850114752952303,0.7020953435862528,-0.15748921006656527,-0.032157030914350904
-1.279117929559144,-0.40758594715830443,-0.0714702708552696,-0.0010903088540055927,0.04415123844456649,-0.06036127943624159
-1.279117929559144,-0.40758594715830443,-0.0714702708552696,-0.0010903088540055927,0.04415123844456649,-0.06036127943624159
-1.2955212253762018,-0.43434114964406406,-0.06410335409817525,0.03591946232706063,0.033538583259770084,-0.058876845303510505
-1.279117929559144,-0.40758594715830443,-0.0714702708552696,-0.0010903088540055927,0.04415123844456649,-0.06036127943624159
-1.279117929559144,-0.40758594715830443,-0.0714702708552696,-0.0010903088540055927,0.04415123844456649,-0.06036127943624159
-1.2690261652487922,-0.6965103457559314,-0.36753694254172725,-0.0841837332339532,0.19903625341829348,0.19859500786460998
-1.0871687820799285,-0.45423218858492315,-0.1725668216707125,-0.04162208090246964,0.003567263520055976,-0.10772737621348667
-1.279117929559144,-0.40758594715830443,-0.0714702708552696,-0.0010903088540055927,0.04415123844456649,-0.06036127943624159
-1.3611344086444337,-0.5413619595871025,-0.03463568706979786,0.18395854705132542,-0.008912037479415533,-0.052939108772586146
-1.4580789390163562,-0.7056326378697825,-0.32759565056866674,0.11874347854293271,-0.24997810228263254,-0.1213582384463578
-1.279117929559144,-0.40758594715830443,-0.0714702708552696,-0.0010903088540055927,0.04415123844456649,-0.06036127943624159
-1.279117929559144,-0.40758594715830443,-0.0714702708552696,-0.0010903088540055927,0.04415123844456649,-0.06036127943624159
-1.0871687820799285,-0.45423218858492315,-0.1725668216707125,-0.04162208090246964,0.003567263520055976,-0.10772737621348667
-1.279117929559144,-0.40758594715830443,-0.0714702708552696,-0.0010903088540055927,0.04415123844456649,-0.06036127943624159
-1.279117929559144,-0.40758594715830443,-0.0714702708552696,-0.0010903088540055927,0.04415123844456649,-0.06036127943624159
-1.0871687820799285,-0.45423218858492315,-0.1725668216707125,-0.04162208090246964,0.003567263520055976,-0.10772737621348667
-1.2151348803994053,-0.42313469430051065,-0.10516912112708392,-0.014600899536826922,0.03062324680306299,-0.07614997836198995
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.424694793838562,-0.6978293597216737,-0.3036233298214098,-0.08398794430636164,0.2055043578815367,0.21207297596481584
-1.424694793838562,-0.6978293597216737,-0.3036233298214098,-0.08398794430636164,0.2055043578815367,0.21207297596481584
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.420013396440349,-0.5047193157235319,-0.019154758135483462,0.09662420293396323,0.005253385711917002,-0.05821870786359084
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.2428374106696982,-0.45555120255066545,-0.10865320895039511,-0.04142629197487808,0.010035367983299208,-0.09424940811328082
-1.420013396440349,-0.5047193157235319,-0.019154758135483462,0.09662420293396323,0.005253385711917002,-0.05821870786359084
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.6824661295132768,-0.9328025554956864,0.09871590997802611,0.688780541831023,-0.16454909724482555,-0.03446776173989342
-1.44109808965562,-0.7245845622074333,-0.2962564130643155,-0.04697817312529544,0.19489170269674028,0.21355741009754692
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-0.2191086241138818,-0.7043311568259657,-0.6478348132994239,-0.25759574290001963,-0.20641249828075703,-0.34686859092525457
-0.2191086241138818,-0.7043311568259657,-0.6478348132994239,-0.25759574290001963,-0.20641249828075703,-0.34686859092525457
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-0.7645766451157463,1.2738922278371827,-0.04028876588249981,-0.18605332711854478,-0.1969939798916282,-0.15821947420068544
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.44109808965562,-0.7245845622074333,-0.2962564130643155,-0.04697817312529544,0.19489170269674028,0.21355741009754692
-1.5825711100805033,-0.7760108039492503,-0.28264705460597495,0.1794482191498353,-0.2782632998304856,-0.12070010100643815
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.3068204598294366,-0.4400024554084592,-0.07495435867858079,-0.027915701292056727,0.023563359624802722,-0.07846070918753247
-1.6983981364259757,-0.24619237456912677,-0.3260226147632776,0.12741289180341064,-0.26627844465427314,-0.11018574243383815
-1.5522437186028792,-0.0016560888291679498,-0.055163401535691714,0.08159864676860476,0.006625585703333074,-0.046219915158259746
-1.5522437186028792,-0.0016560888291679498,-0.055163401535691714,0.08159864676860476,0.006625585703333074,-0.046219915158259746
-1.5522437186028792,-0.0016560888291679498,-0.055163401535691714,0.08159864676860476,0.006625585703333074,-0.046219915158259746
-1.5522437186028792,-0.0016560888291679498,-0.055163401535691714,0.08159864676860476,0.006625585703333074,-0.046219915158259746
-1.2428374106696982,-0.45555120255066545,-0.10865320895039511,-0.04142629197487808,0.010035367983299208,-0.09424940811328082
-1.3068204598294366,-0.4400024554084592,-0.07495435867858079,-0.027915701292056727,0.023563359624802722,-0.07846070918753247
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.3068204598294366,-0.4400024554084592,-0.07495435867858079,-0.027915701292056727,0.023563359624802722,-0.07846070918753247
-1.5497645184463875,-0.722500398977731,-0.29738088812016367,0.10542867678770292,-0.25703798946089285,-0.12366896927190033
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.3068204598294366,-0.4400024554084592,-0.07495435867858079,-0.027915701292056727,0.023563359624802722,-0.07846070918753247
-1.3068204598294366,-0.4400024554084592,-0.07495435867858079,-0.027915701292056727,0.023563359624802722,-0.07846070918753247
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.3396270514635527,-0.4935128603799785,-0.06022052516439211,0.046103841070075716,0.002338049255209901,-0.07549184092207029
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.3396270514635527,-0.4935128603799785,-0.06022052516439211,0.046103841070075716,0.002338049255209901,-0.07549184092207029
-1.1211828438569278,-0.8023282979184646,-0.464750664423387,-0.11453112653940217,0.12725174448922272,0.13461391546880513
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.457501385472678,-0.7513397646931931,-0.28888949630722116,-0.009968401944229212,0.18427904751194388,0.215041844230278
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.490307977106794,-0.8048501696647122,-0.27415566279303244,0.06405114041790318,0.16305373714235108,0.21801071249574017
-1.490307977106794,-0.8048501696647122,-0.27415566279303244,0.06405114041790318,0.16305373714235108,0.21801071249574017
-1.420013396440349,-0.5047193157235319,-0.019154758135483462,0.09662420293396323,0.005253385711917002,-0.05821870786359084
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.424694793838562,-0.6978293597216737,-0.3036233298214098,-0.08398794430636164,0.2055043578815367,0.21207297596481584
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.3232237556464945,-0.4667576578942188,-0.06758744192148645,0.00909406988900949,0.012950704440006311,-0.07697627505480137
-1.3607117446788235,-0.71337810686388,-0.3373221800932241,-0.097498534989183,0.1919763662400332,0.19628427703906745
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.3068204598294366,-0.4400024554084592,-0.07495435867858079,-0.027915701292056727,0.023563359624802722,-0.07846070918753247
-0.9869052140307442,-0.5177461911194905,-0.24344861003765228,-0.09546865470616343,-0.044076598582714836,-0.15740420381627424
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.296728695519085,-0.7289268540060863,-0.3710210303650385,-0.11100912567200436,0.1784483745985297,0.1804955781133191
-0.7372845488984964,-0.8956207807717023,-0.6669437660542727,-0.19559467063633024,0.046083794640201625,0.03988172191431491
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.5512397629768129,-0.7187609356096091,0.039780575921271405,0.39270237238249295,-0.07964785576645429,-0.04634323480174212
-1.5512397629768129,-0.7187609356096091,0.039780575921271405,0.39270237238249295,-0.07964785576645429,-0.04634323480174212
-1.5512397629768129,-0.7187609356096091,0.039780575921271405,0.39270237238249295,-0.07964785576645429,-0.04634323480174212
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.44109808965562,-0.7245845622074333,-0.2962564130643155,-0.04697817312529544,0.19489170269674028,0.21355741009754692
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.420013396440349,-0.5047193157235319,-0.019154758135483462,0.09662420293396323,0.005253385711917002,-0.05821870786359084
-1.469223283891523,-0.5849849231808109,0.002945992135799595,0.2076535164771619,-0.026584579842472218,-0.05376540546539757
-1.5497645184463875,-0.722500398977731,-0.29738088812016367,0.10542867678770292,-0.25703798946089285,-0.12366896927190033
-1.5497645184463875,-0.722500398977731,-0.29738088812016367,0.10542867678770292,-0.25703798946089285,-0.12366896927190033
-1.3068204598294366,-0.4400024554084592,-0.07495435867858079,-0.027915701292056727,0.023563359624802722,-0.07846070918753247
-1.420013396440349,-0.5047193157235319,-0.019154758135483462,0.09662420293396323,0.005253385711917002,-0.05821870786359084
-1.420013396440349,-0.5047193157235319,-0.019154758135483462,0.09662420293396323,0.005253385711917002,-0.05821870786359084
-1.8952376862306712,-0.5672548043982425,-0.23761961367814538,0.5715301459762053,-0.3936303068718301,-0.09237253284106506
-1.8952376862306712,-0.5672548043982425,-0.23761961367814538,0.5715301459762053,-0.3936303068718301,-0.09237253284106506
-1.622538299269324,-0.30178694277034834,-0.31016430619324076,0.04902558425254465,0.16442593713376713,0.23000950520107127
-1.5194371269687632,0.0518543161423514,-0.06989723504988042,0.007579104406472348,0.027850896072925867,-0.049188783423721925
-1.445362313498673,-0.25261882959748194,-0.3996627570081524,-0.08902491065629661,0.16920791940514934,0.19397880495138128
-1.5358404227858213,0.025099113656591683,-0.06253031829278607,0.04458887558753856,0.017238240888129468,-0.04770434929099084
-1.2428374106696982,-0.45555120255066545,-0.10865320895039511,-0.04142629197487808,0.010035367983299208,-0.09424940811328082
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.746604068251083,-1.0435628288068466,-0.20897788703503145,0.5495459309604975,-0.3843898516784497,-0.10585575967912723
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.424694793838562,-0.6978293597216737,-0.3036233298214098,-0.08398794430636164,0.2055043578815367,0.21207297596481584
-1.1952576573270177,-0.49785515217863135,-0.1349851424651151,-0.017927111476633187,-0.014105278843000708,-0.1085536729062981
-1.1148713123502214,-0.486648696835078,-0.1760509094940237,-0.06844747334052079,-0.01702061529970782,-0.12582680596477758
-1.1148713123502214,-0.486648696835078,-0.1760509094940237,-0.06844747334052079,-0.01702061529970782,-0.12582680596477758
-1.2774290259903758,-0.7579401850607964,-0.4395432059645152,0.014376542875351294,-0.30053730084211044,-0.18830819910762486
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.5333612226293294,-0.6957451964919714,-0.304747804877258,0.06841890560663672,-0.2464253342760964,-0.12515340340463144
-0.6669899682320516,-0.5954899268305218,-0.41194286139672376,-0.16302160812027017,-0.1117165567902324,-0.23634769844501613
-1.3068204598294366,-0.4400024554084592,-0.07495435867858079,-0.027915701292056727,0.023563359624802722,-0.07846070918753247
-1.296728695519085,-0.7289268540060863,-0.3710210303650385,-0.11100912567200436,0.1784483745985297,0.1804955781133191
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.457501385472678,-0.7513397646931931,-0.28888949630722116,-0.009968401944229212,0.18427904751194388,0.215041844230278
-1.44109808965562,-0.7245845622074333,-0.2962564130643155,-0.04697817312529544,0.19489170269674028,0.21355741009754692
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.5661678142634454,-0.7492556014634907,-0.2900139713630693,0.14243844796876914,-0.2676506446456892,-0.12218453513916923
-1.44109808965562,-0.7245845622074333,-0.2962564130643155,-0.04697817312529544,0.19489170269674028,0.21355741009754692
-1.44109808965562,-0.7245845622074333,-0.2962564130643155,-0.04697817312529544,0.19489170269674028,0.21355741009754692
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.3607117446788235,-0.71337810686388,-0.3373221800932241,-0.097498534989183,0.1919763662400332,0.19628427703906745
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
0.06800003005069506,-0.8355852975085164,-0.801595231144307,-0.2511291539519939,-0.2952777668578673,-0.4228432172885342
-1.3068204598294366,-0.4400024554084592,-0.07495435867858079,-0.027915701292056727,0.023563359624802722,-0.07846070918753247
-1.469223283891523,-0.5849849231808109,0.002945992135799595,0.2076535164771619,-0.026584579842472218,-0.05376540546539757
-1.424694793838562,-0.6978293597216737,-0.3036233298214098,-0.08398794430636164,0.2055043578815367,0.21207297596481584
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.5231145687409098,-0.8583605746362316,-0.2594218292788438,0.13807068278003562,0.14182842677275825,0.22097958076120236
-1.3396270514635527,-0.4935128603799785,-0.06022052516439211,0.046103841070075716,0.002338049255209901,-0.07549184092207029
-1.1047795480398697,-0.775573095432705,-0.47211758118048136,-0.1515408977204684,0.13786439967401914,0.13312948133607402
-1.3068204598294366,-0.4400024554084592,-0.07495435867858079,-0.027915701292056727,0.023563359624802722,-0.07846070918753247
-1.5333612226293294,-0.6957451964919714,-0.304747804877258,0.06841890560663672,-0.2464253342760964,-0.12515340340463144
-1.2327456463593467,-0.7444756011482926,-0.40471988063685277,-0.12451971635482569,0.16492038295702618,0.16470687918757074
-1.232328472804187,-0.07939982454019925,-0.2236576528947632,0.01404569335449803,-0.061014372504184504,-0.12516340978700158
-1.2862197576535739,-0.35277547599562,-0.48602547430940657,-0.055537140342628244,0.10739863411104596,0.14958157643959838
-1.5897317076352082,-0.24827653779882905,-0.3248981397074294,-0.024993958109587714,0.18565124750335996,0.22704063693560908
-1.5194371269687632,0.0518543161423514,-0.06989723504988042,0.007579104406472348,0.027850896072925867,-0.049188783423721925
-1.5897317076352082,-0.24827653779882905,-0.3248981397074294,-0.024993958109587714,0.18565124750335996,0.22704063693560908
-1.5093453626584117,-0.2370700824552756,-0.3659639067363381,-0.07551431997347528,0.18273591104665285,0.20976750387712964
-1.5194371269687632,0.0518543161423514,-0.06989723504988042,0.007579104406472348,0.027850896072925867,-0.049188783423721925
-1.2428374106696982,-0.45555120255066545,-0.10865320895039511,-0.04142629197487808,0.010035367983299208,-0.09424940811328082
-1.469378173469591,-0.7112939436341776,-0.3384466551490723,0.05490831492381536,-0.2599533259175999,-0.14094210233037976
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.2428374106696982,-0.45555120255066545,-0.10865320895039511,-0.04142629197487808,0.010035367983299208,-0.09424940811328082
-1.424694793838562,-0.6978293597216737,-0.3036233298214098,-0.08398794430636164,0.2055043578815367,0.21207297596481584
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.6379376394603156,-1.045646992036549,-0.2078534119791833,0.3971390810474991,0.06753984047918335,0.23137061969032
-1.1788543615099598,-0.4710999496928718,-0.1423520592222094,-0.054936882657699415,-0.0034926236582042995,-0.11003810703902919
-1.3872068048062332,-0.4512089107520125,-0.033888591649672145,0.02260466057183083,0.026478696081509802,-0.06118757612905302
-1.469223283891523,-0.5849849231808109,0.002945992135799595,0.2076535164771619,-0.026584579842472218,-0.05376540546539757
-1.420013396440349,-0.5047193157235319,-0.019154758135483462,0.09662420293396323,0.005253385711917002,-0.05821870786359084
-1.420013396440349,-0.5047193157235319,-0.019154758135483462,0.09662420293396323,0.005253385711917002,-0.05821870786359084
-1.420013396440349,-0.5047193157235319,-0.019154758135483462,0.09662420293396323,0.005253385711917002,-0.05821870786359084
-1.370803508989175,-0.42445370826625295,-0.041255508406766485,-0.01440511060923536,0.037091351266306215,-0.0626720102617841
-1.5840463546109287,-0.7722713405811283,0.05451440943546008,0.4667219147446254,-0.1008731661360471,-0.04337436653627994
-1.2592407064867561,-0.48230640503642513,-0.10128629219330078,-0.004416520793811849,-0.0005772872014972059,-0.09276497398054973
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.490307977106794,-0.8048501696647122,-0.27415566279303244,0.06405114041790318,0.16305373714235108,0.21801071249574017
-1.403610100623291,-0.47796411323777227,-0.026521674892577788,0.05961443175289706,0.015866040896713403,-0.05970314199632193
-1.2428374106696982,-0.45555120255066545,-0.10865320895039511,-0.04142629197487808,0.010035367983299208,-0.09424940811328082
-1.44109808965562,-0.7245845622074333,-0.2962564130643155,-0.04697817312529544,0.19489170269674028,0.21355741009754692
